spruch,explanation,category,source,rating,id
"Schützt die Glühbirnen vor dem Lampenfieber.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"850"
"Schwimmen die Fische mit dem Bauch nach oben, hat der Chef vom AKW gelogen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"851"
"Schwitzt der Bauer unterm Arm, wird der Sommer wieder warm.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"852"
"Seh'n wir uns nicht in dieser Welt, dann seh'n wir uns in Bielefeld.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"853"
"Sei schlau, bleib dumm.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"854"
"Seid realistisch! Fordert das Unmögliche!",,,"https://www.mundmische.de/bedeutung/41495-seid_realistisch_fordert_das_Unmoegliche","2","855"
"Sein oder nicht sein, welch dämliche Frage. Ist es nicht sein, wird es halt von ihr sein.",,"Switcheroo","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","856"
"Seit ich ihm Kitekat ins Essen tue, geht es mir besser als je zuvor.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"857"
"Seitdem er verkalkt ist, hält er sich für ein Denkmal.",,"Alter","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","858"
"Selig, wer nichts zu sagen hat und doch schweigt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"859"
"Selten Dumme sind nicht selten, aber dumm.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"860"
"Semmelbrösel in den Socken hält den ärgsten Schweißfuß trocken.",,"Hygiene","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"861"
"Service ist Verdienst vom Kunden.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"862"
"Setz dich ruhig in die Nesseln; wer weiß, wie lange es die noch gibt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"863"
"Sie gießen Wahnsinn in Beton und Unrecht in Gesetze.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"864"
"Sie haben die Macht, doch wir haben die Nacht.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"865"
"Sie war ""von und zu"", er ""auf und davon"".",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"866"
"Siehst du die Schwiegermutter im Sumpfe winken, wink zurück und lass sie sinken.",,"Familie","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","867"
"Sind die Hühner platt wie Dünger, war der Traktor wieder schneller.",,"Bauernweisheit","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","868"
"sind, geht es den Ameisen nach wie vor blendend.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf",,"869"
"Sitzt der Hahn auf einer Krähe, war kein Huhn in seiner Nähe.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"870"
"Snobs sind Leute, die sich ihre Petersilie mit FLEUROP ins Haus schicken lassen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"871"
"So nehmen Sie doch Vernunft an! - Ich darf nichts annehmen, ich bin Beamtin.","Tatort WDR 3, 16.2.2000","Film & Fernsehen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"872"
"Sogar eine halbe Portion kann ein Doppelleben führen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"873"
"Solange wir die Freiheit haben zu träumen, träumen wir die Freiheit zu haben.",,"Freiheit","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","874"
"Sommersprossen sind auch Gesichtspunkte.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"875"
"Sonderlinge lachen sogar beim Zwiebelschneiden.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"876"
"Sonntags bin ich ein Mofa: Halb Mensch, halb Sofa.",,"Lazy Town","https://www.sprueche.ws/dumme-sprueche","7","877"
"Spare in der Not, dann hast du Zeit dazu.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"878"
"Spieglein Spieglein im Regal - die Männer sind mir scheißegal.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"879"
"Spontaneität will wohlüberlegt sein.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"880"
"Sprach Abraham zu Bebraham: ""Kann ich mal dein Zebra ham?""",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"881"
"Sprühen bringt Beton zum Blühen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"882"
"Steht das Schwein auf einem Bein, ist der Schweinestall zu klein","(Februar 2017)",,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"883"
"Steht im November noch das Korn, ist es wohl vergessen wor’n.",,"Reim,Bauernweisheit","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","884"
"Steigt der Eber auf den Erpel gibt’s noch lange keine Ferkel.",,"Reim,Tiere","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","885"
"Sterben ist nicht so schlimm, aber man fühlt sich am nächsten Tag so kaputt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"886"
"Sterben muß man sowieso, schneller geht's mit Marlboro.",,"Tod","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"887"
"Steter Tropfen leert das Hirn.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"888"
"Steter Tropfen schützt vor Torheit nicht.",,"Saufen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"889"
"Steuern werden immer nur erhoben, nie erniedrigt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"890"
"Stille Nacht, heilige Nacht, schmeißt Bomben und Raketen, bis es kracht.",,"Nie wieder Krieg!","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"891"
"Stille Nacht, heilige Nacht; alles zahlt, ALDI lacht.",,"Merry Crisis","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"892"
"Stille Wasser beißen nicht.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"893"
"Stoppt die Luftverschmutzung, hört auf zu atmen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"894"
"Streichele meinen Muskelkater.",,"Horny","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","895"
"Stühle raus, Hängematten rein.",,"Lazy Town","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","896"
"Sturm ist erst, wenn Schafe keine Locken mehr haben. ","(Facebook, 3.2.2016)",,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"897"
"Suche die Einsamkeit. Wer kommt mit?",,"Paradox","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","898"
"Tarzan auf dem Klosterdach: da wurden selbst die Nonnen wach.",,"Religion","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"899"
"Tausche betonierte Zukunft gegen blühende Vergangenheit.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"900"
"Tausend Volt in den Armen, aber im Kopf die Birne kaputt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"901"
"Teamwork ist, wenn alle das gleiche wollen wie ich.",,"Arbeit ist doof","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","5","902"
"Teigwaren heißen Teigwaren, weil sie mal Teig waren.",,"Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"903"
"Teigwaren sind Teigwaren, weil Teigwaren Teig waren.",,"Food","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","4","904"
"To be is to do (Kant). To do is to be (Sartre). Do be do be do (Sinatra).",,"Philosophie","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"905"
"Tollkirschen schmecken nicht so toll, wie sie heißen.",,"Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"906"
"Trag nie eine Anstecknadel, wenn du erkältet bist.",,"Health","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"907"
"Traue Niemanden. Ich bin niemand.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","908"
"Träume sind Schäume.",,"Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","909"
"Treib Sport, oder du bleibst gesund.",,"Sport,Health","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"910"
"Trimm dich, spring mal über deinen Schatten.",,"Sport","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"911"
"Trinkt der Bauer zu viel Bier, melkt er locker auch den Stier.",,"Saufen,Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","7","912"
"Tu was für's Vaterland: wandre aus.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"913"
"Tust du Wasser in den Diesel, hüpft der Traktor wie ein Wiesel.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"914"
"Tut Ench Amun, was Nofre täte?",,"Wortspiel","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"915"
"Two beer or not two beer.",,"Saufen,Philosophie","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","916"
"Übel Übel sprach der Dübel, und verschwand in der Wand, wo ihn niemand wiederfand.",,"Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","10","917"
"Überall ist Platz für manch dummen Satz.",,"Dummheit,Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","7","918"
"Überlegen macht überlegen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"919"
"Um Mitternacht noch Hummer schlemmen, das muss ja den Schlummer hemmen.",,"Antikapitalismus,Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","920"
"Und die Moral von der Geschicht, halbe Eier rollen nicht.",,"Food,Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","921"
"Und draußen in dem dunklen Forst / erwacht die Gans im Adlerhorst. Sie sieht sich um und spricht betroffen: ""Mein lieber Schwan, war ich besoffen!"" ","(Christine Benkö in Facebook, 6.2.2k14)","Saufen,Tiere","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"922"
"Und Kohl ist doch grün!",,"Politik","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","923"
"Und von wem haben Sie Ihre Meinung?",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"924"
"Unfug und Unrecht werden mit Fug und Recht bestraft.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"925"
"Unrecht Gut gedeiht, nicht?",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"926"
"Unter den Talaren der Muff von 1000 Jahren","Der gereimte Slogan spielt kritisch auf die NS-Diktatur und die NS-Propaganda des „1000-jähriges Reiches“ an. Studenten protestierten damit gegen die in ihren Augen ausgebliebene Aufarbeitung der NS-Verbrechen nach '45 sowie gegen diese miesen Traditionen, Autoritäten, Kadaver-Gehorsam","Politik","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","927"
"Unter kleinen Steppdecken können große Deppen stecken.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"928"
"Unterstützt die Wiedervereinigung der Spalttablette!",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"929"
"Vater Staat bringt uns noch alle unter Mutter Erde.",,"Politik","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","930"
"Vater und Mutter gehn immer kaputter.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"931"
"Vendi laus amoris, paxe, trixe, caputisse.","Latein. Verballhornung ""Wenn die Laus am Ohr ist, pack sie, drück sie, kaputt ist sie""

Wörtlich übersetzt: ""Verkaufe das Lob der Liebe, friedlich, kühn und kopflos""","Wortspiel","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"932"
"Verbietet Posaunenchöre! ","(Bürgerinitiative Jericho)",,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"933"
"Verblühen die Frauen, verduften die Männer.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"934"
"Verliebe dich oft, verlobe dich selten, verheirate dich nie.",,,"https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","935"
"Viele Ängste sind des Hasen Fuß.",,"Tiere","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"936"
"Viele Köche sind des Hasen Tod.",,"Tiere,Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"937"
"Viele Stoppschilder bringen den Fahrer zum Rasen.",,"Autos","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"938"
"Vielleicht muss der große Bruder gar nicht kommen, weil alle schon den kleinen Mann im Ohr haben.",,"Technik","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"939"
"Vier Jahre Kohl, werden wir davon satt.",,"Politik,Food","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","940"
"Volkstrauertag: das ist das Erntedankfest der Rüstungsindustrie ","(""Neues aus der Anstalt"", ZDF 13.11.2k12, 22:18)","Nie wieder Krieg!","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"941"
"Von mir enteignet: König, Dame, Läufer, Turm, Springer und Bauer.",,"Antikapitalismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","942"
"Vor den Baum, mit einem Knall, flog der Specht, denn er war prall.",,"Tiere,Natur","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"943"
"Vorsicht ist besser als Nachtschicht.",,"Arbeit ist doof,Switcheroo","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","944"
"Vorsicht ist die Mutter der Karriere. ",,"Arbeit ist doof","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","945"
"Vorsicht: der Schütze schützt nicht, er schießt!",,"Nie wieder Krieg!","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"946"
"Wanzen im Telefon schaffen Unterhaltung.",,"DDR","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"947"
"Warum in die Ferne schweifen, wenn im Dorf die Mädels reifen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"948"
"Warum nur den Lukas hauen? Markus, Matthäus und Johannes sind auch noch da!",,"Religion","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"949"
"Warum sachlich werden, wenn es auch persönlich geht.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"950"
"Was dem einen sein Beat [bi:t], ist dem anderen seine Beate.",,"Love is Love","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"951"
"Was dem einen sein Karl May, ist dem anderen sein Sepp Tember.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"952"
"Was dem einen sein Ulmer Monster, ist dem anderen sein Kölner Gnom.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"953"
"Was dem Enkel sein Mofa, ist dem Opa sein Sofa.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"954"
"Was dem Nessie sein Nessessär, ist der Kuhlen ihr Fridschidär.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"955"
"Was der Bauer nicht kennt, vergisst er nicht.",,"Bauernweisheit","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"956"
"Was Du heute hältst geborgen, wird auch morgen Dich versorgen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"957"
"Was du heute kannst besorgen, brauchst du morgen nicht zu borgen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"958"
"Was du nicht willst, das man dir tu, das tu auch nicht - was willst du denn?",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"959"
"Was keiner kann, das kann ich auch.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"960"
"Was liegt bei Reisen näher als die Ferne?",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"961"
"Was meinen Sie als Unbeteiligter zum Thema Intelligenz?",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"962"
"Was nicht allzu teuer ist, das können wir erlösen.",,"Finanzen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"963"
"Was tut das Volk? Es folgt!",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"964"
"Was Vatikan, kann Mutti schon lange.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"965"
"Waschen allein genügt nicht, man muss auch ab und zu das Wasser wechseln.",,"Hygiene","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"966"
"Weg mit den Weg-mit Gruppen.",,"Paradox","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","967"
"Wehrt euch – leistet nichts mehr.",,"Punk","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","968"
"Weil die Klugen nachgeben, regieren Deppen die Welt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"969"
"Weisheitszähne können ganz schön blöd sein.",,"Anatomie,Dummheit","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","970"
"Wem du's heute kannst besorgen, den verschone nicht bis morgen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"971"
"Wem ewig Gutes widerfährt, den nennt man Onkel Dagobert.",,"Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","972"
"Wem nicht zu helfen ist, dem ist vielleicht zu schaden.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"973"
"Wenn Albert ruht, albert Ruth. Und wenn Albert albert, ruht Ruth.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"974"
"Wenn alle Stricke reißen, bleibt uns noch der Galgenhumor.",,"Humor","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","975"
"Wenn alle Stricke reißen, hänge ich mich auf.",,"Tod,Canceled","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","976"
"Wenn alle täten, was sie mich könnten, käme ich nicht mehr zum Sitzen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"977"
"Wenn alles schläft und einer spricht, den Zustand nennt man Unterricht.",,"Lernen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"978"
"Wenn am Sarg die Witwe kichert, war ihr Alter gut versichert.",,"Sexismus,Finanzen","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"979"
"Wenn Bauern in die Jauche segeln, helfen keine Bauernregeln.",,"Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","5","980"
"Wenn dein Mercedes plötzlich quakt, Hast Du auf einem Frosch geparkt! ","(gesehen in Facebook, 27.4.2014)","Autos,Tiere","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"981"
"Wenn der Bauer schneller rennt, hinter ihm der CASTOR brennt.",,"Atomkraft Nein Danke","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"982"
"Wenn der Hahn kräht auf dem Mist, ändert sich das Wetter oder es bleibt, wie es ist.",,"Tiere,Klimawandel","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","7","983"
"Wenn der Knecht vom Dache pieselt, denkt der Bauer, dass es nieselt.",,"Pipikaka,Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","10","984"
"Wenn der Krieg ausbricht, war der Frieden offenbar ein Gefängnis.",,"Nie wieder Krieg!","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","985"
"Wenn der Kuchen spricht, schweigt der Krümel ","(""Professor Börne"" im WDR-Tatort ""Das ewig Böse"" v. 17.12.2011, 20:33)","Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"986"
"Wenn der Tod kommt, ist Sense.",,"Tod","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","6","987"
"Wenn dich Hass und Neid umringen, denk an Götz von Berlichingen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"988"
"Wenn die Bettwanzen beißen, beiß zurück !",,"Tiere","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"989"
"Wenn die Dunstglocke läutet, hat das Sterbeglöckchen Hochkonjunktur.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"990"
"Wenn die Erde schreien könnte, wären wir alle taub.",,"Natur","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"991"
"Wenn die Frauen verblühen, verduften die Männer.",,"Sexismus","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","992"
"Wenn die Milch nach Krypton schmeckt, hat's im AKW geleckt.",,"Atomkraft Nein Danke","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"993"
"Wenn du aus Liebe heiratest, hast du schöne Nächte und schlimme Tage.",,"Love is Love","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"994"
"Wenn du nicht willst, du dumme Kuh, dann mach auch keinem andern muh.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"995"
"Wenn Dummheit Klingeln würde, dann bräuchtest Du gar kein Handy mehr.",,"Technik,Dummheit","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"996"
"Wenn ein Meister vom Himmel fällt, war er mal einer.",,"Tod","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","997"
"Wenn eine Schraube locker ist, hat das Leben etwas mehr Spiel ","(Oberhessische Presse, 9.10.2020)","Life finds a way","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"998"
"Wenn es in die Suppe hagelt, ist das Dach wohl schlecht vernagelt.",,"Food","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","9","999"
"Wenn es nachts im Bette kracht, der Ritter seine Erben macht.",,"Horny,Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","8","1000"
"Wenn es Politikern die Sprache verschlägt, halten sie eine Rede.",,"Politik","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1001"
"Wenn es stimmt, dass Lügen kurze Beine haben, dann kann die ganze Regierung unter dem Teppich Fallschirm springen. ","(Oskar Lafontaine, Facebook 25.11.2016)","Politik","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1002"
"Wenn ich tausend Zungen hätte, wärt ihr alle nach meinem Geschmack.",,"Horny","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","3","1003"
"Wenn man auch überall aneckt, geht's noch lange nicht rund.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1004"
"Wenn man das Licht schnell genug ausschaltet, kann man sehen, wie die Dunkelheit aussieht.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1005"
"Wenn man gut sitzt, braucht man keinen Standpunkt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1006"
"Wenn Muskeln schmerzen und Füße stinken, ist es Zeit ein Bier zu trinken.",,"Saufen,Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","1007"
"Wenn Nebel aus den Wiesen steigt, die Fledermaus das Wiesel geigt.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1008"
"Wenn schon arbeitslos, dann wenigstens in einem Beruf der Spaß macht.",,"Arbeit ist doof,Berufe","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","1","1009"
"Wenn sich das Jahr dem Ende neigt, der Bauer in die Wanne steigt.",,"Hygiene,Reim","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","5","1010"
"Wenn sich zwei streiten, freut sich der Anwalt.",,"Weisheiten","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1011"
"Wenn Sie nichts zu tun haben, tun Sie's bitte nicht hier.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1012"
"Wenn Wahlen in diesem Land was nützen würden, wären sie sicher schon verboten.",,"Politik","https://www.fh-muenster.de/ciw/downloads/personal/juestel/juestel/Sponti-Sprueche.pdf","2","1013"
"Wer A sagt, kann auch gleich Halstabletten nehmen.",,"Health","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1014"
"Wer A sagt, muss auch HOI sagen."," (Seemannsspruch)",,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1015"
"Wer abnehmen möchte, sollte den Mund nicht so voll nehmen.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1016"
"Wer abnimmt, hat mehr vom Telefon.",,"Technik","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1017"
"Wer am Fleischwolf steht, sollte nicht gleich durchdrehen.",,"Food","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1018"
"Wer am lautesten quakt, hat die meisten Kröten.",,"Tiere,Antikapitalismus","https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1019"
"Wer andere mit Scheiße bewirft, muß aufpassen, dass kein Ventilator im Weg steht ","(Gernot Hassknecht in der Heute-Show, 12.10.2k12, ca. 23:15)",,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1020"
"Wer anderen eine Grube gräbt, kommt leicht ins Grübeln.",,,"https://wolfgang-naeser-marburg.lima-city.de/htm/sponti.htm",,"1021"
